category,expected_failure_if_direct,expected_status,gold_obligations,gold_source,notes,oracle_minimal_harness,query,required_capabilities,risk_level,success_checker,tags,task_id,review_decision,reviewer_notes,revised_gold_obligations,revised_oracle_minimal_harness,revised_expected_status
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 38, check the task budget and require approval before using any high-cost module in case 38.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-038,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 39, validate the final answer against the requested output contract for case 39.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-039,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 40, find the latest public announcement for ExampleProduct Quartz and list the source used.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-040,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 41, read requirements.txt in the sandbox workspace for ExampleProject beta and extract the relevant configuration detail.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-041,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Execution""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor""]","For generated case 42, evaluate exactly (79 + 18) * 9.","[""execution""]",low,gold_obligation_capability_coverage,"[""single"", ""execution"", ""generated""]",single-042,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store""]","For generated case 43, maintain a task-state record with status pending_review for item 0043.","[""durable_state""]",low,gold_obligation_capability_coverage,"[""single"", ""state"", ""generated""]",single-043,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State"", ""Action"", ""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor""]","For generated case 44, create file sandbox_note_0044.txt in the sandbox workspace and require a permission gate before the write.","[""diff"", ""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""action"", ""generated""]",single-044,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 45, enforce a no-external-side-effect constraint and ask for confirmation before acting in case 45.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-045,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 46, check that the final response satisfies the specified JSON-style contract for case 46.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-046,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 47, check whether ExampleProduct Zenith has a recent release note and cite the public source.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-047,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 48, inspect the workspace file release_notes.md for ExampleProject iota and report what it says.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-048,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Execution""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor""]","For generated case 49, parse the inline numbers 86, 26, 12, 236 and return their exact sum.","[""execution""]",low,gold_obligation_capability_coverage,"[""single"", ""execution"", ""generated""]",single-049,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store""]","For generated case 50, record an intermediate artifact for review batch 0050 so the next step can resume from it.","[""durable_state""]",low,gold_obligation_capability_coverage,"[""single"", ""state"", ""generated""]",single-050,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State"", ""Action"", ""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor""]","For generated case 51, write a mock deployment note to sandbox_deploy_0051.md only inside the sandbox and only after permission gating.","[""diff"", ""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""action"", ""generated""]",single-051,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 52, apply a permission gate before any risky or irreversible step in case 52.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-052,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 53, verify the final answer format and required fields for case 53.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-053,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 54, find a current public FAQ entry for ExampleProduct Grove and report the source.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-054,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 55, check the workspace artifact docs/api.md for ExampleProject pi before answering.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-055,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Execution""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor""]","For generated case 56, compute the exact total of [93, 34, 58, 44].","[""execution""]",low,gold_obligation_capability_coverage,"[""single"", ""execution"", ""generated""]",single-056,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store""]","For generated case 57, save the decision ""use minimal harness"" under durable state key gapbench_0057.","[""durable_state""]",low,gold_obligation_capability_coverage,"[""single"", ""state"", ""generated""]",single-057,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State"", ""Action"", ""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor""]","For generated case 58, update sandbox_config_0058.json with a mock flag enabled=true after permission approval.","[""diff"", ""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""action"", ""generated""]",single-058,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 59, block any real-world action unless the user explicitly grants permission in case 59.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-059,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 60, validate the final answer against the requested output contract for case 60.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-060,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 61, look up the current public documentation page for ExampleProduct Nimbus and summarize the relevant update.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-061,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 62, open the local CHANGELOG.md for ExampleProject gamma and summarize its main instruction.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-062,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Execution""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor""]","For generated case 63, calculate the mean of 100, 42, 184, and 33 to two decimals.","[""execution""]",low,gold_obligation_capability_coverage,"[""single"", ""execution"", ""generated""]",single-063,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store""]","For generated case 64, create a durable checklist checkpoint named checkpoint_0064 with three subtasks.","[""durable_state""]",low,gold_obligation_capability_coverage,"[""single"", ""state"", ""generated""]",single-064,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State"", ""Action"", ""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor""]","For generated case 65, append one line to sandbox_log_0065.txt in the sandbox workspace after passing the permission gate.","[""diff"", ""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""action"", ""generated""]",single-065,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 66, check the task budget and require approval before using any high-cost module in case 66.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-066,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 67, check that the final response satisfies the specified JSON-style contract for case 67.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-067,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 68, retrieve the most recent public pricing or plan information for ExampleProduct Umbra with a source.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-068,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 69, read data/sample.csv in the sandbox workspace for ExampleProject kappa and extract the relevant configuration detail.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-069,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Execution""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor""]","For generated case 70, calculate exactly 107 * 50.","[""execution""]",low,gold_obligation_capability_coverage,"[""single"", ""execution"", ""generated""]",single-070,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store""]","For generated case 71, maintain a task-state record with status pending_review for item 0071.","[""durable_state""]",low,gold_obligation_capability_coverage,"[""single"", ""state"", ""generated""]",single-071,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State"", ""Action"", ""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor""]","For generated case 72, create file sandbox_note_0072.txt in the sandbox workspace and require a permission gate before the write.","[""diff"", ""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""action"", ""generated""]",single-072,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 73, enforce a no-external-side-effect constraint and ask for confirmation before acting in case 73.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-073,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 74, verify the final answer format and required fields for case 74.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-074,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 75, find the latest public announcement for ExampleProduct Delta and list the source used.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-075,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 76, inspect the workspace file package.json for ExampleProject rho and report what it says.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-076,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Execution""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor""]","For generated case 77, evaluate exactly (41 + 17) * 8.","[""execution""]",low,gold_obligation_capability_coverage,"[""single"", ""execution"", ""generated""]",single-077,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store""]","For generated case 78, record an intermediate artifact for review batch 0078 so the next step can resume from it.","[""durable_state""]",low,gold_obligation_capability_coverage,"[""single"", ""state"", ""generated""]",single-078,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State"", ""Action"", ""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor""]","For generated case 79, write a mock deployment note to sandbox_deploy_0079.md only inside the sandbox and only after permission gating.","[""diff"", ""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""action"", ""generated""]",single-079,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 80, apply a permission gate before any risky or irreversible step in case 80.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-080,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 81, validate the final answer against the requested output contract for case 81.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-081,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 82, check whether ExampleProduct Keystone has a recent release note and cite the public source.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-082,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 83, check the workspace artifact src/config.ts for ExampleProject delta before answering.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-083,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Execution""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor""]","For generated case 84, parse the inline numbers 48, 25, 73, 200 and return their exact sum.","[""execution""]",low,gold_obligation_capability_coverage,"[""single"", ""execution"", ""generated""]",single-084,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store""]","For generated case 85, save the decision ""use minimal harness"" under durable state key gapbench_0085.","[""durable_state""]",low,gold_obligation_capability_coverage,"[""single"", ""state"", ""generated""]",single-085,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""State"", ""Action"", ""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor""]","For generated case 86, update sandbox_config_0086.json with a mock flag enabled=true after permission approval.","[""diff"", ""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""action"", ""generated""]",single-086,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Control""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate""]","For generated case 87, block any real-world action unless the user explicitly grants permission in case 87.","[""permission""]",medium,gold_obligation_capability_coverage,"[""single"", ""control"", ""generated""]",single-087,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Verification""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""contract_verifier""]","For generated case 88, check that the final response satisfies the specified JSON-style contract for case 88.","[""contract_check""]",low,gold_obligation_capability_coverage,"[""single"", ""verification"", ""generated""]",single-088,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""web_retrieval""]","For generated case 89, find a current public FAQ entry for ExampleProduct Ridge and report the source.","[""evidence_sources""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-089,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
single_obligation,missing_external_obligations,supported,"[""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader""]","For generated case 90, open the local docs/overview.md for ExampleProject lambda and summarize its main instruction.","[""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""single"", ""observation"", ""generated""]",single-090,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
pairwise_obligation,missing_external_obligations,supported,"[""Execution"", ""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""python_executor"", ""web_retrieval""]","For case 1, find the latest public announcement for ExampleProduct 1 with sources; then calculate exactly 38 * 12.","[""evidence_sources"", ""execution""]",low,gold_obligation_capability_coverage,"[""pairwise"", ""observation"", ""execution""]",pair-001,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
pairwise_obligation,missing_external_obligations,supported,"[""Execution"", ""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader"", ""python_executor""]","For case 2, inspect the workspace README for ExampleProject 2; then calculate exactly 39 * 13.","[""execution"", ""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""pairwise"", ""observation"", ""execution""]",pair-002,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
pairwise_obligation,missing_external_obligations,supported,"[""Observation"", ""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""state_store"", ""web_retrieval""]","For case 3, find the latest public announcement for ExampleProduct 3 with sources; then create a durable checklist checkpoint for three subtasks.","[""durable_state"", ""evidence_sources""]",low,gold_obligation_capability_coverage,"[""pairwise"", ""observation"", ""state""]",pair-003,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
pairwise_obligation,missing_external_obligations,supported,"[""Observation"", ""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader"", ""state_store""]","For case 4, inspect the workspace README for ExampleProject 4; then create a durable checklist checkpoint for three subtasks.","[""durable_state"", ""workspace_inspection""]",low,gold_obligation_capability_coverage,"[""pairwise"", ""observation"", ""state""]",pair-004,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
pairwise_obligation,missing_external_obligations,supported,"[""Action"", ""Control"", ""Observation"", ""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""sandbox_file_editor"", ""web_retrieval""]","For case 5, find the latest public announcement for ExampleProduct 5 with sources; then create file sandbox_note_5.txt in the sandbox workspace; then apply a permission gate before any risky step.","[""diff"", ""evidence_sources"", ""permission""]",medium,gold_obligation_capability_coverage,"[""pairwise"", ""observation"", ""action""]",pair-005,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
pairwise_obligation,missing_external_obligations,supported,"[""Action"", ""Control"", ""Observation"", ""State""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""file_state_reader"", ""permission_gate"", ""sandbox_file_editor""]","For case 6, inspect the workspace README for ExampleProject 6; then create file sandbox_note_6.txt in the sandbox workspace; then apply a permission gate before any risky step.","[""diff"", ""permission"", ""workspace_inspection""]",medium,gold_obligation_capability_coverage,"[""pairwise"", ""observation"", ""action""]",pair-006,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
pairwise_obligation,missing_external_obligations,supported,"[""Control"", ""Observation""]",human_audited_confirmed_2026_06_22_gapbench_expansion,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,"[""permission_gate"", ""web_retrieval""]","For case 7, find the latest public announcement for ExampleProduct 7 with sources; then apply a permission gate before any risky step.","[""evidence_sources"", ""permission""]",medium,gold_obligation_capability_coverage,"[""pairwise"", ""observation"", ""control""]",pair-007,accept,Human-audited by project owner on 2026-06-22; expansion labels confirmed as gold truth.,,,
